x('Total Revenue', '184,903,000', '168,088,000', '143,015,000', '125,843,000', '110,360,000')
         605401 function calls (588135 primitive calls) in 1.184 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       34    0.000    0.000    0.000    0.000 _make.py:1046(add_order)
       55    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
       20    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
       71    0.000    0.000    0.000    0.000 enum.py:532(_get_mixins_)
  136/131    0.000    0.000    0.001    0.000 css_parser.py:387(_freeze_relations)
      312    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
       87    0.000    0.000    0.000    0.000 __init__.py:91(_replace_charref)
      117    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       43    0.000    0.000    0.000    0.000 helpers.py:697(__enter__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1508(<setcomp>)
        1    0.000    0.000    0.013    0.013 client_reqrep.py:1(<module>)
        1    0.000    0.000    0.010    0.010 tracing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
      288    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       22    0.000    0.000    0.000    0.000 util.py:15(lower)
        1    0.000    0.000    0.002    0.002 cookiejar.py:36(CookieJar)
       43    0.000    0.000    0.000    0.000 helpers.py:711(__exit__)
       67    0.000    0.000    0.003    0.000 _htmlparser.py:104(handle_startendtag)
       13    0.000    0.000    0.004    0.000 enum.py:483(_convert_)
       95    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
       34    0.000    0.000    0.002    0.000 _make.py:1036(add_eq)
       19    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
        8    0.000    0.000    0.000    0.000 _url.py:145(__new__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.005    0.005 socket.py:4(<module>)
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1252(_path_hooks)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        9    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       47    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      126    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      220    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.007    0.007 __init__.py:17(<module>)
      188    0.000    0.000    0.001    0.000 typing.py:685(<genexpr>)
      101    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.004    0.004 request.py:1(<module>)
        1    0.000    0.000    0.007    0.007 ssl.py:4(<module>)
      222    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       52    0.000    0.000    0.001    0.000 typing.py:496(__init__)
      223    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      221    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       35    0.000    0.000    0.003    0.000 _make.py:991(add_init)
        1    0.000    0.000    0.000    0.000 request.py:2146(FancyURLopener)
        1    0.000    0.000    0.000    0.000 subprocess.py:908(__enter__)
        1    0.000    0.000    0.004    0.004 validators.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
       35    0.000    0.000    0.000    0.000 _make.py:1219(attrs)
        1    0.000    0.000    0.001    0.001 payload.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:607(send)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      462    0.000    0.000    0.000    0.000 css_types.py:72(__hash__)
        2    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
       29    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1151(_parse_octet)
      202    0.000    0.000    0.000    0.000 _make.py:1158(decide_callable_or_boolean)
       42    0.000    0.000    0.000    0.000 helpers.py:790(set_result)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2068(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.002    0.002 inspect.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _make.py:3(<module>)
       37    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 {method '_wrap_bio' of '_ssl._SSLContext' objects}
      283    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      107    0.000    0.000    0.000    0.000 re.py:188(match)
       20    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       35    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
        1    0.000    0.000    0.071    0.071 __init__.py:117(__init__)
       29    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
      101    0.000    0.000    0.000    0.000 re.py:270(escape)
       34    0.000    0.000    0.000    0.000 _make.py:941(_make_getstate_setstate)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      218    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.003    0.002 abc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.037    0.037 base_events.py:1(<module>)
       52    0.000    0.000    0.003    0.000 css_parser.py:1113(<listcomp>)
      272    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      118    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 cookies.py:164(<dictcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:626(TimeoutHandle)
      192    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       35    0.000    0.000    0.002    0.000 _make.py:765(build_class)
        1    0.000    0.000    0.002    0.002 connector.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:973(_decompose)
      170    0.000    0.000    0.000    0.000 _make.py:1049(<genexpr>)
        1    0.000    0.000    0.004    0.004 api.py:1(<module>)
        1    0.000    0.000    0.003    0.003 multipart.py:1(<module>)
        6    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        3    0.000    0.000    0.000    0.000 socket.py:219(__init__)
        1    0.000    0.000    0.002    0.002 cookies.py:39(<module>)
       25    0.000    0.000    0.004    0.000 _make.py:922(add_repr)
        7    0.000    0.000    0.000    0.000 enum.py:992(<listcomp>)
        1    0.000    0.000    0.070    0.070 http.py:1(<module>)
       37    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        1    0.000    0.000    0.002    0.002 pickle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selector_events.py:239(_ensure_fd_no_transport)
        1    0.000    0.000    0.004    0.004 cd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
      147    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
      175    0.000    0.000    0.000    0.000 _make.py:1191(_determine_whether_to_implement)
      311    0.000    0.000    0.000    0.000 css_parser.py:314(get_name)
       10    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        2    0.000    0.000    0.001    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
       29    0.000    0.000    0.000    0.000 enum.py:68(__init__)
        2    0.000    0.000    0.000    0.000 client_reqrep.py:887(start)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
       45    0.000    0.000    0.000    0.000 ipaddress.py:1803(__init__)
      378    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      190    0.000    0.000    0.000    0.000 dammit.py:2377(<genexpr>)
      266    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       42    0.000    0.000    0.002    0.000 client_reqrep.py:1032(read)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1412(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1774(_wait)
       10    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
       59    0.000    0.000    0.000    0.000 __init__.py:21(__new__)
       34    0.000    0.000    0.000    0.000 _make.py:1819(_make_order)
        1    0.000    0.000    0.005    0.005 utils.py:5(<module>)
       13    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       68    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
      180    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      230    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      122    0.000    0.000    0.000    0.000 _make.py:1675(<genexpr>)
        2    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        3    0.000    0.000    0.000    0.000 base_events.py:424(create_task)
        1    0.000    0.000    0.033    0.033 css_parser.py:431(CSSParser)
        1    0.000    0.000    0.000    0.000 cookies.py:536(__parse_string)
       22    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        9    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
      109    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.001    0.001 subprocess.py:984(communicate)
        1    0.000    0.000    0.004    0.004 http_writer.py:1(<module>)
       32    0.000    0.000    0.000    0.000 ipaddress.py:1219(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:430(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
      185    0.000    0.000    0.000    0.000 enum.py:748(value)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        2    0.000    0.000    0.002    0.001 connector.py:821(_resolve_host)
        1    0.000    0.000    0.003    0.003 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:507(EmptyStreamReader)
       43    0.000    0.000    0.000    0.000 tasks.py:34(current_task)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.011    0.011 __init__.py:3(<module>)
        4    0.000    0.000    0.000    0.000 sslproto.py:666(_process_write_backlog)
      147    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
      156    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      124    0.000    0.000    0.000    0.000 base_events.py:1877(get_debug)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:66(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:894(_create_pseudo_member_)
        1    0.000    0.000    0.003    0.003 subprocess.py:368(check_output)
      114    0.000    0.000    0.000    0.000 _make.py:1895(<genexpr>)
        1    0.000    0.000    0.009    0.009 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:193(_adjust_thread_count)
        1    0.000    0.000    0.002    0.002 unix_events.py:1(<module>)
       35    0.000    0.000    0.000    0.000 _make.py:418(_has_own_attribute)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 cookiejar.py:319(_parse_date)
      121    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        2    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:220(ClientRequest)
       65    0.000    0.000    0.000    0.000 _make.py:2188(_setattr)
       15    0.000    0.000    0.031    0.002 css_parser.py:308(__init__)
       29    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        1    0.000    0.000    0.001    0.001 client_exceptions.py:1(<module>)
       23    0.000    0.000    0.000    0.000 _make.py:534(<setcomp>)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
       70    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 selector_events.py:617(__init__)
        1    0.000    0.000    0.000    0.000 connector.py:195(BaseConnector)
        1    0.000    0.000    0.000    0.000 helpers.py:96(<setcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:332(parse_mimetype)
        1    0.000    0.000    0.006    0.006 _url.py:1(<module>)
        1    0.000    0.000    0.021    0.021 server.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:411(__init__)
        1    0.000    0.000    0.029    0.029 dammit.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:78(_DocumentNav)
        4    0.000    0.000    0.006    0.001 connector.py:1132(_create_direct_connection)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        3    0.000    0.000    0.000    0.000 cookiejar.py:105(clear)
        1    0.000    0.000    1.184    1.184 financial_enhanced.py:2(<module>)
        1    0.000    0.000    0.000    0.000 client.py:228(HTTPResponse)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1125(_ip_int_from_string)
        1    0.000    0.000    0.002    0.002 core.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:693(__repr__)
        1    0.000    0.000    0.002    0.002 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 client_proto.py:137(set_response_params)
        1    0.000    0.000    0.000    0.000 selector_events.py:54(__init__)
