x('Total Revenue', '184,903,000', '168,088,000', '143,015,000', '125,843,000', '110,360,000')
         605401 function calls (588135 primitive calls) in 1.184 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parse.py:391(_splitnetloc)
        1    0.000    0.000    0.000    0.000 ssl.py:710(verify_mode)
        1    0.000    0.000    0.000    0.000 helpers.py:656(timer)
        3    0.000    0.000    0.000    0.000 cookiejar.py:149(_do_expiration)
        1    0.000    0.000    0.000    0.000 weakref.py:323(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:430(validate)
        1    0.000    0.000    0.000    0.000 payload_streamer.py:35(_stream_wrapper)
        1    0.000    0.000    0.000    0.000 payload_streamer.py:50(streamer)
        8    0.000    0.000    0.000    0.000 _make.py:1654(_has_frozen_base_class)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 css_parser.py:362(_Selector)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
       28    0.000    0.000    0.000    0.000 __init__.py:554(__missing__)
        6    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:689(TimerContext)
        5    0.000    0.000    0.000    0.000 _url.py:412(scheme)
       12    0.000    0.000    0.000    0.000 typing.py:332(__repr__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 tempfile.py:449(_TemporaryFileWrapper)
        5    0.000    0.000    0.000    0.000 _url.py:509(port)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        1    0.000    0.000    0.071    0.071 __init__.py:441(_feed)
        1    0.000    0.000    0.000    0.000 threading.py:388(__init__)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 helpers.py:324(MimeType)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:976(release)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 helpers.py:175(from_url)
        1    0.000    0.000    0.000    0.000 <attrs generated init aiohttp.client_reqrep.RequestInfo>:1(__init__)
        1    0.000    0.000    0.000    0.000 http_websocket.py:32(WSCloseCode)
        1    0.000    0.000    0.000    0.000 transports.py:308(_set_write_buffer_limits)
        3    0.000    0.000    0.000    0.000 client.py:980(closed)
       35    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 client_reqrep.py:199(ConnectionKey)
        1    0.000    0.000    0.000    0.000 http_parser.py:123(HeadersParser)
        1    0.000    0.000    0.000    0.000 payload.py:312(TextIOPayload)
        1    0.000    0.000    0.000    0.000 http_parser.py:847(DeflateBuffer)
        1    0.000    0.000    0.000    0.000 base_events.py:1880(set_debug)
        1    0.000    0.000    0.000    0.000 connector.py:409(close)
        1    0.000    0.000    0.000    0.000 ssl.py:891(write)
        1    0.000    0.000    0.000    0.000 multipart.py:205(MultipartResponseWrapper)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:362(update_host)
        1    0.000    0.000    0.000    0.000 __init__.py:853(Handler)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 threading.py:540(wait)
        7    0.000    0.000    0.000    0.000 element.py:294(<listcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1171(_SessionRequestContextManager)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:394(__subclasshook__)
        1    0.000    0.000    0.000    0.000 helpers.py:238(ProxyInfo)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 validators.py:420(_DeepMapping)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 subprocess.py:1459(_get_handles)
        1    0.000    0.000    0.000    0.000 md.py:58(TooManySymbolOrPunctuationPlugin)
        1    0.000    0.000    0.000    0.000 _make.py:2991(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        2    0.000    0.000    0.000    0.000 threading.py:255(_release_save)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:251(handle_comment)
        6    0.000    0.000    0.000    0.000 _url.py:672(_validate_authority_uri_abs_path)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:94(RequestInfo)
        1    0.000    0.000    0.000    0.000 ssl.py:946(unwrap)
        1    0.000    0.000    0.000    0.000 connector.py:697(add)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        1    0.000    0.000    0.000    0.000 md.py:105(TooManyAccentuatedPlugin)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:1051(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:238(_get_running_loop)
        1    0.000    0.000    0.000    0.000 client_exceptions.py:199(UnixClientConnectorError)
        4    0.000    0.000    0.000    0.000 helpers.py:284(get_running_loop)
        1    0.000    0.000    0.000    0.000 connector.py:575(_get)
        2    0.000    0.000    0.000    0.000 subprocess.py:1078(wait)
        2    0.000    0.000    0.000    0.000 __init__.py:203(_do_enter)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 client_exceptions.py:311(ClientConnectorCertificateError)
        1    0.000    0.000    0.000    0.000 subprocess.py:911(__exit__)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        5    0.000    0.000    0.000    0.000 validators.py:358(is_callable)
       17    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:408(__subclasshook__)
        1    0.000    0.000    0.000    0.000 subprocess.py:954(_get_devnull)
        1    0.000    0.000    0.000    0.000 css_types.py:323(SelectorLang)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:917(NavigableString)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 streams.py:57(AsyncStreamReaderMixin)
        6    0.000    0.000    0.000    0.000 financial_enhanced.py:25(<lambda>)
       14    0.000    0.000    0.000    0.000 enum.py:393(<genexpr>)
        3    0.000    0.000    0.000    0.000 element.py:34(_alias)
       16    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 parse.py:166(port)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 _make.py:776(_patch_original_class)
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 subprocess.py:1761(_try_wait)
        1    0.000    0.000    0.000    0.000 css_parser.py:305(SelectorPattern)
        1    0.000    0.000    0.000    0.000 selector_events.py:346(remove_writer)
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        1    0.000    0.000    0.000    0.000 socketserver.py:543(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 __init__.py:478(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        1    0.000    0.000    0.000    0.000 md.py:342(CjkInvalidStopPlugin)
        2    0.000    0.000    0.000    0.000 __init__.py:123(__aexit__)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 request.py:945(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 connector.py:793(close)
        3    0.000    0.000    0.000    0.000 base_events.py:1779(_timer_handle_cancelled)
        1    0.000    0.000    0.000    0.000 sslproto.py:289(__init__)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        2    0.000    0.000    0.000    0.000 base_events.py:550(_check_running)
        1    0.000    0.000    0.000    0.000 http_exceptions.py:11(HttpProcessingError)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:232(handle_entityref)
        1    0.000    0.000    0.000    0.000 cookies.py:522(load)
        1    0.000    0.000    0.000    0.000 _multidict_base.py:4(_abc_itemsview_register)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'multidict._multidict.MultiDict' objects}
        1    0.000    0.000    0.000    0.000 abc.py:198(AbstractAccessLogger)
        1    0.000    0.000    0.000    0.000 _base.py:396(add_done_callback)
        1    0.000    0.000    0.000    0.000 base_protocol.py:17(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:104(AbstractView)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 typing.py:771(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        4    0.000    0.000    0.000    0.000 cookies.py:189(_unquote)
        1    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:106(Fingerprint)
        1    0.000    0.000    0.000    0.000 sslproto.py:579(_get_extra_info)
        2    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
        1    0.000    0.000    0.000    0.000 md.py:133(UnprintablePlugin)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        1    0.000    0.000    0.000    0.000 dammit.py:2560(EncodingDetector)
        1    0.000    0.000    0.000    0.000 md.py:198(SuspiciousRange)
        1    0.000    0.000    0.000    0.000 abc.py:120(AbstractResolver)
        1    0.000    0.000    0.001    0.001 __init__.py:417(PercentStyle)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 unix_events.py:1341(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 locks.py:21(set)
        1    0.000    0.000    0.000    0.000 connector.py:713(next_addrs)
        1    0.000    0.000    0.000    0.000 payload.py:286(IOBasePayload)
        3    0.000    0.000    0.000    0.000 contextlib.py:353(__init__)
        3    0.000    0.000    0.000    0.000 payload.py:85(__call__)
        1    0.000    0.000    0.000    0.000 sslproto.py:376(write)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 http_parser.py:591(HttpResponseParser)
        1    0.000    0.000    0.000    0.000 payload_streamer.py:69(StreamPayload)
        1    0.000    0.000    0.000    0.000 :1(ProxyInfoAttributes)
        1    0.000    0.000    0.000    0.000 _make.py:2587(Attribute)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_ssl.MemoryBIO' objects}
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 :1(ConnectionKeyAttributes)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        3    0.000    0.000    0.000    0.000 payload.py:74(register_payload)
        1    0.000    0.000    0.000    0.000 locks.py:247(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
        1    0.000    0.000    0.000    0.000 locks.py:6(EventResultOrError)
        1    0.000    0.000    0.000    0.000 streams.py:26(AsyncStreamIterator)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _base.py:75(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:556(keep_alive)
        1    0.000    0.000    0.000    0.000 util.py:26(SelectorSyntaxError)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method sys.set_asyncgen_hooks}
        1    0.000    0.000    0.000    0.000 trsock.py:26(family)
        1    0.000    0.000    0.000    0.000 _base.py:316(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init aiohttp.client_reqrep.ConnectionKey>:1(__init__)
        1    0.000    0.000    0.000    0.000 multipart.py:911(MultipartPayloadWriter)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
       12    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       11    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 selector_events.py:742(_add_reader)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
       16    0.000    0.000    0.000    0.000 enum.py:1004(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:308(close)
        1    0.000    0.000    0.000    0.000 css_types.py:284(SelectorContains)
        1    0.000    0.000    0.000    0.000 __init__.py:41(register)
        1    0.000    0.000    0.000    0.000 __meta__.py:142(_get_canonical)
        1    0.000    0.000    0.000    0.000 __meta__.py:39(Version)
        1    0.000    0.000    0.000    0.000 sslproto.py:127(shutdown)
        9    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 cookiejar.py:284(_is_domain_match)
        1    0.000    0.000    0.000    0.000 streams.py:150(set_exception)
        2    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:61(_State)
        1    0.000    0.000    0.000    0.000 http_parser.py:107(ParseState)
        1    0.000    0.000    0.000    0.000 _base.py:313(Future)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 _base.py:381(done)
        1    0.000    0.000    0.000    0.000 ssl.py:922(cipher)
        1    0.000    0.000    0.000    0.000 typing.py:768(__instancecheck__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
        1    0.000    0.000    0.000    0.000 _base.py:416(result)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
       21    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 _make.py:2931(default)
        1    0.000    0.000    0.000    0.000 :1(ContentDispositionAttributes)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.000    0.000    0.000    0.000 :1(TraceRequestStartParamsAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(FileHandler)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 locks.py:256(__init__)
        1    0.000    0.000    0.000    0.000 _make.py:652(_ClassBuilder)
        1    0.000    0.000    0.000    0.000 client.py:355(_build_url)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 :1(TraceRequestExceptionParamsAttributes)
        1    0.000    0.000    0.000    0.000 inspect.py:2612(BoundArguments)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 http_parser.py:115(ChunkState)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:87(ContentDisposition)
        1    0.000    0.000    0.000    0.000 payload.py:80(payload_type)
        1    0.000    0.000    0.000    0.000 :1(TraceRequestEndParamsAttributes)
        1    0.000    0.000    0.000    0.000 client.py:1426(HTTPException)
        1    0.000    0.000    0.000    0.000 :1(MimeTypeAttributes)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        3    0.000    0.000    0.000    0.000 payload.py:81(__init__)
        2    0.000    0.000    0.000    0.000 _url.py:998(with_fragment)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'multidict._multidict.CIMultiDict' objects}
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 :1(VersionInfoAttributes)
        1    0.000    0.000    0.000    0.000 payload.py:94(PayloadRegistry)
        1    0.000    0.000    0.000    0.000 css_types.py:243(SelectorTag)
        1    0.000    0.000    0.000    0.000 css_types.py:298(SelectorNth)
        1    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 :1(TraceRequestRedirectParamsAttributes)
        4    0.000    0.000    0.000    0.000 parse.py:183(_userinfo)
        1    0.000    0.000    0.000    0.000 client.py:1159(_WSRequestContextManager)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 request.py:1537(FTPHandler)
        1    0.000    0.000    0.000    0.000 http_websocket.py:92(WSMessage)
        1    0.000    0.000    0.000    0.000 md.py:24(MessDetectorPlugin)
        1    0.000    0.000    0.000    0.000 futures.py:354(_set_state)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 trsock.py:81(setsockopt)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:55(BeautifulSoupHTMLParser)
        2    0.000    0.000    0.000    0.000 client.py:1105(__aexit__)
        1    0.000    0.000    0.000    0.000 :1(RequestInfoAttributes)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        2    0.000    0.000    0.000    0.000 __init__.py:424(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 http_websocket.py:248(WSParserState)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1562(WindowsPath)
        2    0.000    0.000    0.000    0.000 threading.py:1306(current_thread)
        3    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1397(IPv4Network)
        2    0.000    0.000    0.000    0.000 validators.py:277(optional)
        1    0.000    0.000    0.000    0.000 :1(ClientTimeoutAttributes)
        4    0.000    0.000    0.000    0.000 cookiejar.py:343(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:535(update_expect_continue)
        1    0.000    0.000    0.000    0.000 tasks.py:700(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 http_writer.py:164(drain)
        1    0.000    0.000    0.000    0.000 socketserver.py:833(DatagramRequestHandler)
        8    0.000    0.000    0.000    0.000 typing.py:1149(cast)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:351(__subclasshook__)
        1    0.000    0.000    0.000    0.000 client.py:1368(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 selector_events.py:517(_sock_write_done)
        1    0.000    0.000    0.000    0.000 element.py:122(ContentMetaAttributeValue)
        1    0.000    0.000    0.071    0.071 parser.py:104(feed)
        4    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        9    0.000    0.000    0.000    0.000 codecs.py:331(getstate)
        1    0.000    0.000    0.000    0.000 payload.py:250(StringPayload)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        2    0.000    0.000    0.000    0.000 base_events.py:1862(_set_coroutine_origin_tracking)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 socketserver.py:390(TCPServer)
        1    0.000    0.000    0.000    0.000 __init__.py:410(_replace)
        1    0.000    0.000    0.000    0.000 http_writer.py:133(write_eof)
        3    0.000    0.000    0.000    0.000 enum.py:671(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 :1(TraceRequestChunkSentParamsAttributes)
        1    0.000    0.000    0.000    0.000 streams.py:635(FlowControlDataQueue)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 :1(TraceResponseChunkReceivedParamsAttributes)
        1    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
        1    0.000    0.000    0.000    0.000 :1(TraceRequestHeadersSentParamsAttributes)
        1    0.000    0.000    0.000    0.000 helpers.py:190(strip_auth_from_url)
        1    0.000    0.000    0.000    0.000 validators.py:459(_NumberValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:323(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
        1    0.000    0.000    0.000    0.000 _make.py:2805(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 payload.py:64(Order)
        7    0.000    0.000    0.000    0.000 connector.py:152(protocol)
        1    0.000    0.000    0.000    0.000 __init__.py:1265(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1252(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 cookiejar.py:152(_expire_cookie)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 _make.py:2969(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        3    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
        1    0.000    0.000    0.000    0.000 :1(_NumberValidatorAttributes)
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 _abc.py:33(MutableMultiMapping)
        2    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:1230(append)
        1    0.000    0.000    0.000    0.000 helpers.py:457(_TSelf)
        1    0.000    0.000    0.000    0.000 connector.py:78(_DeprecationWaiter)
        5    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 uuid.py:72(SafeUUID)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 http_exceptions.py:44(BadHttpMessage)
        1    0.000    0.000    0.000    0.000 :1(_DeepMappingAttributes)
        1    0.000    0.000    0.000    0.000 _make.py:2803(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'multidict._multidict.MultiDict' objects}
        1    0.000    0.000    0.000    0.000 _abc.py:23(MultiMapping)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 payload.py:386(JsonPayload)
        4    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 element.py:1975(SoupStrainer)
        2    0.000    0.000    0.000    0.000 streams.py:164(on_eof)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 streams.py:43(ChunkTupleAsyncStreamIterator)
        1    0.000    0.000    0.000    0.000 events.py:644(set_event_loop)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'get' of 'multidict._multidict.MultiDictProxy' objects}
        4    0.000    0.000    0.000    0.000 _collections_abc.py:150(__subclasshook__)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 weakref.py:328(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1486(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        9    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 client_proto.py:167(_drop_timeout)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 :1(ETagAttributes)
        2    0.000    0.000    0.000    0.000 {method 'detach' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 _base.py:451(exception)
        1    0.000    0.000    0.000    0.000 sslproto.py:457(_set_app_protocol)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init aiohttp.client.ClientTimeout>:1(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:141(metadata_proxy)
        1    0.000    0.000    0.000    0.000 _compat.py:214(set_closure_cell)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        3    0.000    0.000    0.000    0.000 datetime.py:2201(_create)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(HTMLParserTreeBuilder)
        1    0.000    0.000    0.000    0.000 :1(_MatchesReValidatorAttributes)
        2    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 cookies.py:604(value_decode)
        1    0.000    0.000    0.000    0.000 __init__.py:37(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 payload.py:281(StringIOPayload)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 _url.py:528(raw_path)
        1    0.000    0.000    0.000    0.000 connector.py:967(_get_fingerprint)
        2    0.000    0.000    0.000    0.000 threading.py:258(_acquire_restore)
